compound,flat_state
Ba1 P1 Te2,1
In1 K1 Tl2,1
Cr1 Ru1 Zn2,1
Ir1 K1 Os2,1
Cu1 Pt1 Zr2,1
Cr1 Os1 Sb2,1
Ni1 Re1 Tc2,1
Ag1 Re1 Tl2,1
Ir1 K1 Ta2,1
Hg1 Li1 Zr2,1
Cr1 Ir1 P2,1
Ge1 Li1 Nb2,1
Ga1 Pt1 Zr2,1
Be1 Br1 Pb2,1
Ag1 Ni1 Tc2,1
Cd1 Cl1 Tc2,1
Cd1 Fe1 P2,1
Ag1 Re1 Ti2,1
Hf1 Nb1 Tc2,1
Al1 Cu1 Ni2,1
Cd1 Li1 Sn2,1
Ge1 K1 Sn2,1
Ge1 Pd1 Re2,1
Ba1 Sn1 W2,1
Co1 Cu1 Rh2,1
Bi1 Cl1 W2,1
Be1 Li1 Nb2,1
Be1 Br1 Pd2,1
Cd1 Sn1 Sr2,1
In1 Li1 Mg2,1
Bi1 Fe1 Sb2,1
As1 Cl1 Tl2,1
Ca1 Te1 Zr2,1
As1 Pb1 Si2,1
Ba1 Cd1 Pt2,1
Mg1 Os1 Tc2,1
Fe1 Ir1 Nb2,1
B1 Ir1 K2,1
K1 Sn1 W2,1
Co1 Pt1 Tc2,1
In1 Ta1 Tl2,1
Al1 As1 Rb2,1
As1 B1 Pd2,1
Pb1 V1 W2,1
Al1 Re1 Tc2,1
K1 V1 Zr2,1
In1 Pt1 Ti2,1
Ir1 Na1 Pt2,1
Li1 Ni1 Tc2,1
Ga1 Ge1 Ta2,1
Ga1 Nb1 V2,1
Ni1 Pt1 Se2,1
Au1 Ir1 Pt2,1
In1 Pb1 Zr2,1
Ca1 In1 Sr2,1
Ga1 K1 Ni2,1
Nb1 Si1 Tl2,1
Ba1 Ir1 Sr2,1
Hf1 Os1 Zn2,1
As1 Ir1 Ni2,1
Os1 Pb1 Pd2,1
As1 Hg1 In2,1
Cl1 Mg1 Ni2,1
Te1 Tl1 W2,1
Li1 Ru1 V2,1
Al1 Br1 Os2,1
Li1 Rh1 Sr2,1
Be1 P1 W2,1
Ca1 Sb1 Zr2,1
Co1 In1 Li2,1
Nb1 Sn1 Zn2,1
Br1 Co1 K2,1
Si1 Sr1 Ta2,1
Fe1 Mg1 Zr2,1
As1 Rh1 Ru2,1
Cd1 Pb1 Te2,1
Cu1 Pt1 Sr2,1
Be1 Bi1 Br2,1
P1 Sb1 Tl2,1
Ba1 Bi1 Si2,1
Nb1 Ni1 Pd2,1
Au1 Pt1 Zr2,1
Ba1 Cu1 Sb2,1
B1 Cu1 K2,1
Be1 Br1 Co2,1
Se1 Tl1 V2,1
B1 Be1 Mo2,1
Ba1 Be1 Cr2,1
Au1 Ba1 Cl2,1
Be1 Mg1 Ti2,1
Ga1 Ni1 V2,1
Cr1 Fe1 Os2,1
In1 Ni1 Os2,1
B1 Cu1 Si2,1
Ga1 V1 Zr2,1
Al1 Cr1 Ru2,1
Nb1 Pb1 Re2,1
Ba1 Ti1 W2,1
As1 Ni1 Pd2,1
Sb1 Sr1 W2,1
In1 Pd1 Tl2,1
Al1 Co1 Mn2,1
Bi1 Hf1 Os2,1
Au1 Os1 Te2,1
Ca1 Ga1 Mg2,1
Ba1 Na1 Si2,1
Cd1 Mn1 Nb2,1
Cd1 Re1 Sn2,1
Na1 Sb1 Tl2,1
Ca1 Co1 Mo2,1
Bi1 Ga1 Ru2,1
B1 Pb1 Si2,1
Mn1 Pb1 Se2,1
Cd1 Re1 Si2,1
As1 Pb1 Pt2,1
Au1 Ru1 Tl2,1
Bi1 Cd1 P2,1
Cr1 Tc1 Zn2,1
Al1 Si1 Zn2,1
Ge1 Hg1 V2,1
Cr1 Nb1 V2,1
Ni1 Si1 Te2,0
Ca1 Ge1 Sb2,1
Ba1 Ge1 Pt2,1
B1 Ca1 Li2,1
Ag1 Al1 Ta2,1
Ba1 Mo1 Na2,1
In1 Sn1 Ti2,1
Ge1 W1 Zr2,1
Br1 Co1 Ti2,1
Ba1 Cl1 Ge2,1
Re1 Ti1 Zn2,1
Co1 Cu1 Nb2,1
Ca1 Cl1 Tc2,1
Rh1 Sb1 Tc2,0
Na1 Sb1 W2,1
Na1 Ni1 V2,1
Al1 Ti1 V2,1
Os1 P1 Zr2,1
Ba1 Ga1 K2,1
Hg1 Re1 Ti2,1
Au1 Ba1 Sb2,1
Be1 Fe1 Hf2,1
Rh1 Ru1 Tl2,1
Ca1 Cr1 K2,1
Fe1 Ge1 Mn2,1
Nb1 Tl1 V2,0
Cd1 Co1 Ru2,1
Hf1 Re1 Sr2,1
Au1 Ge1 Rh2,1
Ag1 Ge1 Ru2,1
Cu1 Pb1 Sn2,1
As1 Ca1 Ir2,1
Ga1 Si1 Zn2,1
Al1 Bi1 Sb2,1
Cu1 Ga1 P2,1
Cd1 Pb1 Sb2,1
Al1 Ni1 Ta2,1
Mn1 Ni1 P2,1
Pd1 Tc1 V2,1
Mg1 Sb1 Ti2,1
Au1 Li1 Tl2,1
Au1 Cl1 Zr2,1
Cl1 Sb1 Tl2,1
Hf1 Ni1 Pb2,1
Cd1 Ni1 Tc2,1
Br1 Mo1 V2,1
Ba1 Ca1 Nb2,1
Co1 Mo1 Zr2,1
Be1 Mn1 Ni2,1
Br1 Cl1 Pt2,1
Hg1 Mg1 Ta2,1
Co1 P1 Sr2,1
As1 K1 P2,1
Sb1 V1 Zn2,1
Bi1 Ni1 Re2,0
Ni1 Pd1 Si2,1
Os1 Se1 Sr2,1
Pb1 Sn1 W2,1
Be1 W1 Zn2,1
Li1 Pd1 Sn2,1
Cd1 Li1 Se2,1
Au1 Tc1 Te2,1
As1 Be1 Ru2,1
Br1 Hg1 Si2,1
Ir1 Pt1 W2,1
Ge1 Hg1 Zr2,1
As1 Pb1 Ta2,1
Ag1 Au1 V2,1
Nb1 Ta1 Te2,1
Ba1 Ca1 Tc2,1
Al1 Mo1 Nb2,1
Ba1 Cd1 Os2,1
Cl1 Co1 Se2,1
Ti1 V1 Zr2,1
Rh1 V1 Zn2,1
Pd1 Rh1 Ru2,1
Ca1 Na1 Zr2,1
Mo1 Na1 P2,1
Ni1 Ti1 W2,1
As1 Cl1 Pb2,1
Be1 Co1 Na2,1
Co1 Li1 Mg2,1
Li1 P1 Ru2,1
Li1 Os1 V2,1
In1 Pb1 Re2,0
Hg1 Li1 Sr2,1
Ag1 Cd1 W2,1
Hg1 Mn1 Nb2,1
Cu1 Li1 Ru2,1
Cr1 Ru1 Ta2,1
Al1 Ti1 Zr2,1
Cl1 Cr1 Ta2,1
Br1 Pb1 Te2,1
Ca1 Cu1 V2,1
Bi1 Nb1 Pt2,1
Mo1 Ni1 Pb2,0
Al1 Be1 Ni2,1
Pd1 Se1 W2,1
Mo1 Ti1 V2,1
Be1 Nb1 Pb2,1
K1 Mo1 Si2,1
Ca1 Li1 Rh2,1
Bi1 K1 Re2,1
Ca1 Rh1 W2,1
As1 Pb1 Re2,0
Be1 Hg1 Tc2,1
Ag1 Cl1 Co2,1
Al1 Au1 Se2,1
Hf1 Li1 Si2,1
Ca1 Re1 Zr2,1
Hg1 Rh1 Te2,1
B1 Hg1 Sn2,1
Al1 Cr1 Fe2,1
Ca1 Re1 V2,1
Be1 Br1 K2,1
Ag1 Hg1 Pt2,1
Ba1 Fe1 Ir2,1
Fe1 Mn1 Se2,1
Cd1 Co1 Ti2,1
Cr1 Tc1 V2,1
Au1 K1 Ta2,1
Hg1 Sb1 Tc2,1
B1 Pb1 Rh2,1
Ir1 Ni1 Os2,1
In1 Ta1 Tc2,1
Hg1 Nb1 Sn2,1
Hf1 Mg1 Mn2,1
Au1 Ti1 Zn2,1
Ba1 Hg1 Zn2,1
Mn1 Se1 Tc2,1
Ge1 Sr1 Ti2,1
Be1 Na1 Nb2,1
K1 Ta1 Zr2,1
K1 Pb1 Pt2,1
As1 Mg1 Tl2,1
Au1 Ru1 W2,1
Ag1 Ge1 Ir2,1
In1 Nb1 Os2,1
Pd1 Pt1 Ru2,1
K1 Mn1 Nb2,1
Cd1 Sn1 Tl2,1
Ge1 K1 Ti2,1
Cu1 Nb1 Ru2,1
Au1 Mn1 Ta2,1
Cl1 Cr1 Li2,1
In1 Mn1 Ni2,1
As1 Ba1 Na2,1
K1 N1 Tl2,1
Br1 Cd1 Pt2,1
Al1 Pd1 Te2,1
Bi1 Cl1 Mg2,1
P1 Rh1 Te2,0
Ba1 Bi1 Fe2,1
Ag1 In1 Sn2,1
Cu1 Hf1 Te2,1
Cu1 Ge1 Sn2,1
Bi1 Mo1 Zr2,1
Cr1 Tc1 Zr2,1
Bi1 Ga1 Zr2,1
Br1 Hf1 Ir2,1
As1 Fe1 Pb2,1
Au1 Li1 Pt2,1
Ag1 K1 Te2,1
Pt1 Ta1 W2,1
Os1 Tc1 Ti2,1
Mg1 Sn1 W2,1
Au1 Os1 Sr2,1
K1 Pb1 Zr2,1
Li1 Os1 Sn2,1
Cu1 Ge1 Zn2,1
As1 Fe1 Tl2,1
Ca1 Ir1 Mg2,1
Ag1 Ge1 Li2,1
Fe1 Nb1 Sr2,1
Fe1 Nb1 Ti2,1
Be1 Ge1 Tl2,1
In1 Mg1 Ta2,1
Au1 Mo1 Zn2,1
Al1 Ca1 Zr2,1
As1 Ni1 Sr2,1
Al1 B1 Rh2,0
Cr1 Sr1 Ti2,1
Cd1 Ni1 V2,1
Cr1 Cu1 Tc2,1
Hf1 Os1 W2,1
Al1 Cl1 Fe2,1
As1 Pd1 Se2,1
Ir1 Pd1 Sb2,0
Au1 Hg1 Te2,1
Co1 Si1 Zr2,1
Ag1 Be1 Hg2,1
Mg1 Pb1 Zn2,1
Ga1 W1 Zn2,1
Bi1 Fe1 Ir2,0
Mg1 Pd1 Ta2,1
Hf1 Ti1 Zr2,1
Cu1 Nb1 Pd2,1
Ni1 Re1 Zr2,1
Cl1 P1 Zn2,1
Rh1 Ru1 Si2,1
Pt1 Ti1 W2,1
P1 Sr1 V2,1
Mg1 Ti1 Zr2,1
Cr1 Hf1 Mo2,1
Cu1 Tc1 Zr2,1
Cu1 Ga1 Na2,1
Hf1 P1 Pb2,1
Br1 Rh1 Ta2,1
Ba1 Nb1 Pd2,1
Cl1 In1 Se2,1
Br1 Re1 Ta2,1
Ir1 Sn1 W2,1
In1 Ru1 Te2,0
Cr1 Ga1 Tl2,1
Cr1 Hg1 Mg2,1
Al1 Cu1 Zn2,1
Cd1 Hg1 Ta2,1
Mn1 Tc1 Te2,1
Fe1 K1 P2,1
Ca1 Nb1 Sr2,1
B1 Cl1 Zn2,1
As1 Ti1 V2,1
Au1 Pd1 Pt2,1
Na1 Sb1 V2,1
Ag1 Be1 Sn2,1
Co1 Ir1 Sn2,1
Au1 Fe1 Tc2,1
Cl1 Na1 Zn2,1
Au1 Ru1 Ta2,1
Ir1 Rh1 Ru2,1
Hf1 Os1 Te2,1
Ag1 Hf1 Zn2,1
Cd1 Re1 Zr2,1
Br1 Re1 W2,1
Cl1 Rh1 Se2,1
Hg1 Pt1 Si2,1
Bi1 Cl1 Co2,1
Ag1 Co1 Pb2,1
Ba1 Cl1 P2,1
Li1 Re1 Si2,1
Ag1 Br1 Cu2,1
Ir1 Tc1 W2,1
Au1 In1 K2,1
Bi1 Cu1 Hf2,1
Be1 Cr1 Rh2,1
Ba1 Pt1 Sr2,1
Ca1 Hf1 Tl2,1
Al1 Co1 Ni2,1
Pt1 Rh1 Zr2,1
Al1 Nb1 Zn2,1
Al1 Sr1 Zn2,1
Bi1 Ru1 Tl2,1
Cd1 Pd1 Zn2,1
Al1 Au1 Si2,1
Br1 Rh1 Ti2,1
Fe1 Tl1 Zr2,1
Ca1 Pb1 S2,1
Au1 Fe1 Pd2,1
Ba1 Hf1 Sn2,1
Mo1 Pt1 Re2,1
Br1 Cr1 Zr2,1
Fe1 Re1 Te2,1
Ge1 Te1 Ti2,1
Bi1 Mo1 W2,0
Ag1 Li1 Sr2,1
Te1 V1 W2,0
Na1 Ta1 Zr2,1
Ag1 Hg1 Tl2,1
Ca1 Os1 Pt2,1
K1 Na1 Tc2,1
B1 Hf1 Nb2,1
Al1 Au1 Be2,1
Ca1 Si1 Sr2,1
Ge1 Mn1 Se2,1
Cr1 Nb1 Zr2,1
Br1 Ge1 Nb2,1
Ag1 Br1 K2,1
Ba1 In1 Pb2,1
Ba1 Be1 Ti2,1
Ni1 Se1 Te2,1
In1 Sn1 Ta2,1
Cr1 Rh1 Ru2,1
In1 Te1 V2,1
Mo1 Nb1 Ni2,1
Re1 Sr1 Ta2,1
As1 Bi1 Zr2,1
Cl1 Pt1 Sr2,1
Au1 Si1 Ti2,1
Hf1 Nb1 Os2,0
As1 B1 Tc2,0
Ir1 Se1 Sn2,1
Cd1 Mn1 Ru2,1
Ba1 Re1 Tl2,1
Bi1 V1 Zn2,1
Ag1 Co1 Cr2,1
Co1 Mg1 Sn2,1
Cd1 Re1 Se2,1
Cl1 Cu1 Na2,1
Ir1 Mn1 Sn2,1
Pt1 Sr1 Zn2,1
Ba1 Cr1 Li2,1
Ca1 Ge1 In2,1
B1 Hg1 Tc2,1
Cu1 Fe1 Os2,1
K1 Rh1 Se2,1
Au1 Ga1 Pd2,1
Cr1 Hg1 P2,1
As1 Ga1 W2,1
Cl1 Cu1 In2,1
Sr1 Ti1 Tl2,1
P1 Ru1 V2,1
Be1 Sn1 V2,1
Au1 Ba1 Hf2,1
Cu1 In1 Pb2,1
Hf1 Pt1 Si2,1
Hf1 Pb1 V2,1
Ba1 Be1 Sr2,1
Se1 Ta1 W2,1
Ge1 Ni1 Rh2,1
Al1 Ba1 Sb2,1
Sn1 Tl1 W2,1
Ag1 Cr1 W2,1
Ba1 In1 Li2,1
Bi1 In1 Ni2,0
Li1 Nb1 Sn2,1
Cd1 Mo1 W2,1
Al1 As1 Au2,1
Al1 Ba1 Ni2,1
As1 Sr1 W2,1
Ag1 Au1 Cd2,1
Co1 Na1 Ru2,1
Ag1 Ba1 Cr2,1
Cd1 Ir1 Tl2,1
P1 Pb1 Sr2,1
Cr1 Sb1 Tl2,1
As1 Br1 Os2,1
Bi1 Ca1 Fe2,1
Cu1 P1 Pb2,1
Au1 B1 Sb2,1
Na1 P1 Sn2,1
Ag1 Cd1 Ta2,1
B1 Be1 Ga2,1
Br1 Os1 Ta2,1
Mn1 Pb1 Re2,1
Ba1 Br1 Ta2,1
Ge1 Pt1 Ru2,1
Hg1 Mn1 Rh2,1
Co1 Fe1 Li2,1
Hg1 Se1 Ta2,1
Al1 Mg1 Pb2,1
Ba1 Sb1 Sr2,1
Ba1 Bi1 Cd2,1
Hf1 Nb1 Rh2,1
Hg1 P1 Sr2,1
Cd1 Ge1 Na2,1
Hg1 In1 Nb2,0
Be1 Hf1 In2,1
Ni1 Ru1 V2,1
In1 Pb1 Ta2,1
Ag1 As1 Sn2,1
Co1 Pd1 Ta2,1
Fe1 K1 Na2,1
Al1 As1 Te2,1
Ga1 Pd1 Se2,1
Sr1 Tc1 Zn2,1
Mg1 Re1 Ta2,1
Mo1 Se1 Tc2,0
Cd1 Na1 Sr2,1
K1 Sb1 Zr2,1
Ag1 Cu1 Hg2,1
Nb1 Sr1 Tc2,1
Cr1 Li1 Sb2,1
Hf1 Mn1 Pt2,1
As1 Co1 Te2,1
Be1 Ga1 Os2,1
Ge1 Os1 Re2,1
P1 Se1 Tl2,1
Bi1 Sb1 Ti2,1
Cl1 Mn1 W2,1
Fe1 Pb1 Zr2,1
Be1 Cl1 Ge2,1
Be1 Mn1 Sn2,1
K1 Li1 Sr2,1
In1 Mn1 Pt2,1
Al1 Li1 Ta2,1
Hg1 Pb1 W2,1
Cd1 Cu1 Os2,1
Mg1 Rh1 Sr2,1
As1 Cl1 Sr2,1
K1 Pd1 Ti2,1
Ag1 Be1 Br2,1
Re1 Ta1 Zr2,1
Li1 Re1 Sb2,1
Cr1 Hg1 Si2,1
Cu1 Hg1 Se2,1
Na1 P1 Pt2,1
Ag1 Fe1 Ta2,1
As1 B1 Ni2,0
K1 Pb1 Pd2,1
Cu1 Li1 Rh2,1
Ag1 Mg1 Ta2,1
As1 Pd1 Te2,1
In1 Na1 V2,1
As1 Cr1 V2,1
Ag1 Li1 Pd2,1
Ni1 Pt1 Tl2,1
Hg1 Pd1 V2,1
K1 Pb1 W2,1
Br1 Cu1 Ga2,1
Cd1 Cr1 Ir2,1
Ga1 Re1 Sb2,0
As1 Cd1 Fe2,1
As1 Te1 Tl2,1
Fe1 P1 Si2,1
Ni1 Re1 Sn2,1
Cd1 Cu1 Nb2,1
As1 Re1 Sn2,1
Cr1 Pb1 Tl2,1
Fe1 Hg1 Ni2,1
Al1 P1 Tc2,1
Ca1 Ge1 Ir2,1
Nb1 Sr1 Zr2,1
Ir1 Mo1 Ta2,1
P1 Rh1 Ru2,0
Ge1 Rh1 Tl2,1
Ni1 Os1 Te2,1
Au1 Sn1 Zr2,1
Ba1 Cu1 P2,1
Ag1 Hf1 Os2,1
B1 Ca1 Ga2,1
Mg1 Se1 Tc2,1
Al1 Sb1 Tl2,1
Mo1 Rh1 Ta2,1
Li1 Mn1 Rh2,1
Br1 K1 Mn2,1
Cu1 Sb1 Se2,1
Ag1 Sb1 W2,1
Mg1 Ta1 Zn2,1
Pd1 Re1 Te2,0
Ag1 Be1 In2,1
Cr1 Mo1 W2,1
Cd1 Ga1 Pt2,1
Co1 Fe1 Zn2,1
Fe1 Ni1 Sn2,1
Cl1 Pd1 Te2,1
Pt1 Si1 V2,1
Ba1 Mg1 Na2,1
Co1 Sr1 Zr2,1
Co1 Nb1 Si2,1
As1 Nb1 Ru2,1
Hf1 Pt1 Sn2,1
Bi1 Sb1 Si2,1
B1 Cu1 Hg2,1
Ag1 Au1 Ga2,1
Ba1 Na1 Pt2,1
Br1 Te1 Ti2,1
Be1 Cd1 P2,1
Ge1 Li1 P2,1
As1 Cr1 Pb2,1
Ge1 P1 Tl2,1
Bi1 Ir1 Mg2,1
In1 Os1 Rh2,1
Fe1 Os1 P2,1
Ba1 Mg1 Sr2,1
Pt1 Sb1 V2,1
Hg1 K1 Ru2,1
Ag1 In1 Pt2,1
Cr1 Se1 Tc2,0
Cr1 Li1 Tc2,1
Al1 Br1 Ti2,1
Ge1 Hg1 Ta2,1
Ge1 In1 Zr2,1
Co1 Cr1 Zr2,1
Br1 Ga1 Tl2,1
As1 Hg1 Tl2,1
As1 Cd1 Se2,1
Bi1 Br1 Ge2,1
Au1 Ir1 Pd2,1
Al1 Ga1 V2,1
Ag1 Pb1 Pt2,1
Cu1 Hg1 Sn2,1
Cd1 Ni1 Zr2,1
Co1 K1 Zr2,1
Au1 Cu1 Zn2,1
Cu1 Na1 P2,1
Cl1 Re1 V2,1
Be1 Cd1 Mo2,1
Ca1 Fe1 Sr2,1
Cl1 Mn1 Pt2,1
Ca1 Mg1 W2,1
Ag1 In1 Na2,1
Cl1 Ta1 V2,1
Fe1 K1 Ni2,1
Ba1 P1 Rh2,1
Cu1 Ga1 W2,1
B1 Na1 Pb2,1
Be1 Ca1 Zn2,1
Bi1 Hf1 Ni2,0
Ag1 Pd1 Sb2,1
Mo1 Os1 P2,1
In1 K1 Li2,1
Pb1 Sr1 Te2,1
Au1 Ba1 Ni2,1
Ba1 Mg1 Te2,1
As1 Co1 Ge2,1
Br1 Mo1 Ni2,1
Co1 Mg1 Sr2,1
Hg1 Re1 Te2,1
Bi1 Cl1 Ir2,1
Co1 Ge1 Pt2,1
Mg1 P1 Sn2,1
Be1 Re1 Ti2,1
B1 Co1 Tl2,1
Ca1 Li1 Te2,1
Co1 P1 Pt2,1
Br1 K1 Tc2,1
Mo1 P1 Si2,1
Mg1 Ru1 Tl2,1
Nb1 Ni1 Zr2,1
B1 Ir1 Ni2,1
B1 Cu1 Ta2,1
Ag1 Fe1 Ru2,1
Pb1 Ru1 Sr2,1
Mo1 Pb1 Re2,0
Na1 Pd1 Ta2,1
B1 Ge1 Hf2,1
Al1 Ga1 W2,1
Mg1 Pt1 Tl2,1
Na1 P1 Pd2,1
Cu1 Mn1 Pb2,1
K1 Si1 Zr2,1
Cr1 Mg1 Zn2,1
Cd1 Ru1 Sn2,1
Hg1 P1 Pb2,1
Al1 Au1 Tc2,1
B1 Cd1 W2,1
Na1 Pb1 Tl2,1
Br1 Ge1 Ta2,1
Bi1 Fe1 Os2,0
Ge1 Na1 Tl2,1
Cr1 Sn1 Tc2,1
Cr1 Fe1 V2,1
Bi1 Cr1 Re2,1
Ca1 Ge1 W2,1
Pb1 Re1 Zn2,1
Bi1 K1 W2,1
Ge1 Re1 Se2,1
Ge1 Pd1 W2,1
Ge1 Te1 V2,0
Ag1 Mn1 Ru2,1
In1 Si1 Zr2,1
Cr1 K1 Rh2,1
Ag1 Ca1 Re2,1
Ca1 K1 Ti2,1
B1 Cu1 Sn2,1
Br1 Fe1 Sr2,1
Br1 Mo1 Ta2,1
Co1 Na1 Ta2,1
Bi1 Te1 Zn2,1
As1 B1 K2,1
Au1 Pb1 Se2,1
Pt1 Si1 Tc2,0
Re1 Se1 Ti2,1
Ag1 Ca1 Zr2,1
Cr1 Nb1 Tc2,1
Au1 Co1 Ga2,1
Be1 Ir1 Tc2,1
Au1 P1 Ru2,1
Si1 Tc1 Zr2,1
Co1 Tc1 Te2,1
Au1 Mo1 Ru2,1
Bi1 Ga1 Pb2,1
Na1 Te1 W2,1
In1 Ta1 Zn2,1
Ni1 Sn1 Tc2,1
B1 Co1 Pt2,1
Nb1 Pb1 V2,0
Ba1 K1 Pt2,1
P1 Tl1 W2,0
B1 Ga1 Pb2,1
As1 Nb1 P2,1
Ag1 Nb1 Ti2,1
Co1 Zn1 Zr2,1
Au1 Se1 Te2,1
Cr1 Ge1 Pb2,1
Cl1 K1 Na2,1
Cl1 Hg1 In2,1
Sr1 Ti1 Zr2,1
B1 Bi1 Li2,1
Os1 P1 Re2,0
Ba1 Br1 In2,1
Ga1 Pd1 Si2,1
B1 In1 Re2,1
As1 Au1 Rh2,1
Ca1 Os1 Pd2,1
As1 Hf1 Mg2,1
Ge1 Mo1 Pt2,1
Au1 Cl1 Te2,1
Au1 K1 Ru2,1
Be1 Br1 Ti2,1
Cu1 Pd1 Re2,1
Nb1 Ta1 Tc2,0
B1 Cd1 Ru2,1
Ag1 Ga1 Mn2,1
B1 Ni1 Tc2,1
Cd1 Ga1 Rh2,1
Li1 P1 Ti2,1
Co1 Pd1 Sn2,1
Cl1 Mn1 Pd2,1
Ni1 Se1 V2,1
Cl1 Na1 Rh2,1
Hf1 Pt1 Zn2,1
Cd1 Cr1 Pd2,1
Ca1 Nb1 Pt2,1
Ba1 Ir1 Sb2,1
Au1 Cr1 In2,1
Co1 Na1 Pt2,1
Ga1 Ge1 Os2,1
Cl1 Li1 Te2,1
Al1 Cu1 Ta2,1
Ag1 Hg1 W2,1
Be1 Co1 Ru2,1
Cu1 K1 Ta2,1
Bi1 Co1 Tc2,0
Ge1 Hf1 Tc2,1
B1 Se1 Zr2,1
Bi1 Ga1 W2,0
Ge1 Na1 Se2,1
Ge1 Ir1 K2,1
Mg1 Os1 Zn2,1
P1 Se1 Te2,1
Ba1 Br1 Se2,1
Cu1 K1 V2,1
Be1 Nb1 Pd2,1
Li1 Pd1 W2,1
Al1 Mn1 Na2,1
In1 Na1 Zr2,1
B1 Br1 Cu2,1
Ir1 P1 V2,1
Ag1 Fe1 Ir2,1
Cd1 Ga1 Hf2,1
Ge1 Mo1 Nb2,1
Mo1 Si1 Ta2,1
Mo1 Nb1 Pb2,1
Ag1 Ba1 Sb2,1
Be1 Bi1 Re2,1
Ca1 Ni1 Zn2,1
Co1 Hg1 Sr2,1
Mg1 Na1 Sr2,1
Cu1 Ti1 W2,1
Al1 Co1 Pt2,1
Ca1 Hf1 Tc2,1
Ca1 Cr1 Re2,1
Au1 Nb1 Se2,1
Ca1 Cl1 Tl2,1
Al1 Be1 In2,1
In1 Ir1 Zn2,1
Ba1 Mn1 Nb2,1
B1 Na1 W2,1
Hg1 Li1 Tl2,1
Co1 Pt1 Rh2,1
Cr1 Nb1 Re2,0
Ag1 Ta1 Tc2,1
Au1 Cd1 Pb2,1
Be1 Bi1 Te2,1
Cl1 Ir1 Si2,1
Al1 Ca1 Na2,1
Mn1 Ta1 Ti2,1
Ba1 Ca1 Te2,1
Ba1 Ca1 Ni2,1
Ga1 P1 Pt2,0
Ca1 Ni1 Os2,1
Bi1 In1 Se2,1
Ag1 Ba1 Se2,1
Fe1 Pb1 Tc2,1
Ge1 Mn1 Ni2,1
Ba1 Li1 Zn2,1
Ge1 Nb1 Pb2,1
Au1 Bi1 Se2,1
Al1 P1 Pd2,1
Hg1 Rh1 Ru2,1
Cr1 Ga1 Na2,1
B1 Ga1 Na2,1
B1 Mn1 Sr2,1
As1 Mg1 Sn2,1
Mo1 Ni1 Ru2,1
Ba1 Fe1 Ge2,1
B1 Cr1 Sb2,1
Bi1 Ge1 W2,0
Au1 P1 Ti2,1
Ta1 Ti1 Zn2,1
Ba1 V1 W2,1
Au1 Cl1 Pt2,1
As1 Cl1 Sb2,1
Cr1 Mn1 Re2,1
Ag1 Al1 Hf2,1
Au1 Cr1 Mg2,1
Be1 Na1 V2,1
Ga1 K1 Os2,1
Au1 Ru1 Sr2,1
Pt1 Ta1 Tl2,1
Fe1 Ge1 In2,1
Ca1 Cu1 Mg2,1
As1 Ir1 Rh2,1
Be1 Ca1 W2,1
Au1 Ga1 Te2,1
Cu1 Se1 Sn2,1
Al1 Li1 Mn2,1
Be1 Re1 Ta2,1
Hf1 Nb1 Sr2,1
Au1 Co1 Tl2,1
Ag1 Na1 Ru2,1
B1 Be1 Ir2,0
Sr1 W1 Zr2,1
Cu1 Hg1 Os2,1
As1 Te1 V2,1
In1 Sn1 V2,1
Co1 Mo1 Si2,1
Be1 Fe1 Sb2,0
Cd1 Pt1 Zn2,1
Al1 Cl1 Ru2,1
Ca1 Rh1 Sr2,1
Cr1 Hg1 Re2,1
Fe1 Mn1 Pd2,1
Ca1 Os1 Sr2,1
Ga1 In1 P2,1
Ir1 Mo1 Pb2,0
Cu1 K1 Li2,1
Cd1 Tc1 Te2,1
Cl1 Ti1 Zr2,1
Cd1 Ta1 Zr2,1
Hg1 In1 Mn2,1
Ag1 Al1 Ir2,1
Cu1 Ge1 Mg2,1
As1 Na1 Pt2,1
Hg1 Mg1 Mo2,1
Hg1 Sr1 Zr2,1
Ba1 Li1 Se2,1
Be1 Mo1 Nb2,0
Cu1 Se1 Te2,1
Cr1 Se1 V2,1
In1 Pt1 W2,1
Ba1 Br1 Mo2,1
Cl1 Fe1 Pd2,1
As1 Ca1 Te2,1
Bi1 Pt1 Ti2,1
Au1 Fe1 Os2,1
Br1 Ge1 K2,1
Ag1 Cl1 Ni2,1
B1 Ge1 Na2,1
Al1 Cd1 Te2,1
Au1 Ba1 Cd2,1
Al1 Cd1 Pb2,1
Al1 Cl1 Cr2,1
Au1 Be1 Tl2,1
Re1 Sn1 Tl2,1
Li1 Te1 Zr2,1
Al1 As1 In2,1
P1 Re1 Tc2,1
Na1 Sb1 Se2,1
Mo1 Si1 V2,1
Cl1 Co1 Na2,1
Ag1 B1 Ir2,1
Au1 Ni1 Pt2,1
Al1 Na1 Ni2,1
Ba1 Nb1 Os2,1
Co1 Cr1 Si2,1
Rh1 Sn1 V2,1
Ga1 Hg1 Te2,1
Fe1 Ga1 Mn2,1
Br1 Cl1 Sb2,1
As1 B1 Ru2,0
K1 Nb1 Re2,1
Br1 Ca1 Ga2,1
Cr1 W1 Zn2,1
Ba1 Be1 Ru2,1
Mn1 Na1 Pd2,1
Ba1 Fe1 Nb2,1
Mn1 W1 Zr2,1
Al1 Ba1 Ti2,1
Br1 Pd1 Ru2,1
Be1 P1 Sb2,1
As1 Be1 Cu2,1
